3d4z Affinity: -5.86935 (kcal/mol)
3ag9 Affinity: -5.41639 (kcal/mol)
4gid Affinity: -10.96550 (kcal/mol)
2pq9 Affinity: -10.70686 (kcal/mol)
4g8m Affinity: -7.55798 (kcal/mol)
2y5h Affinity: -7.65076 (kcal/mol)
4gqq Affinity: -4.22297 (kcal/mol)
4djv Affinity: -9.58220 (kcal/mol)
3jvs Affinity: -7.51866 (kcal/mol)
2xb8 Affinity: -10.35741 (kcal/mol)
1f8c Affinity: -6.07101 (kcal/mol)
2qmj Affinity: -8.46640 (kcal/mol)
1q8u Affinity: -8.27846 (kcal/mol)
2zcr Affinity: -8.65890 (kcal/mol)
4tmn Affinity: -8.11314 (kcal/mol)
2yge Affinity: -9.20562 (kcal/mol)
2qft Affinity: -4.58897 (kcal/mol)
3nox Affinity: -6.48168 (kcal/mol)
2vw5 Affinity: -10.32219 (kcal/mol)
2p4y Affinity: -10.83614 (kcal/mol)
3gbb Affinity: -8.49079 (kcal/mol)
1p1q Affinity: -5.48053 (kcal/mol)
3vd4 Affinity: -6.54729 (kcal/mol)
2xdl Affinity: -6.42243 (kcal/mol)
1zea Affinity: -4.98125 (kcal/mol)
3g2z Affinity: -3.97885 (kcal/mol)
4dew Affinity: -0.76343 (kcal/mol)
3coy Affinity: -11.07946 (kcal/mol)
3utu Affinity: -9.76865 (kcal/mol)
2cbj Affinity: -7.46320 (kcal/mol)
2j62 Affinity: -10.47680 (kcal/mol)
3pww Affinity: -11.09256 (kcal/mol)
3pxf Affinity: -5.68161 (kcal/mol)
2gss Affinity: -4.87474 (kcal/mol)
3zsx Affinity: -7.38669 (kcal/mol)
10gs Affinity: -6.83153 (kcal/mol)
3bpc Affinity: -5.03179 (kcal/mol)
1r5y Affinity: -7.30365 (kcal/mol)
3udh Affinity: -7.11568 (kcal/mol)
3f3a Affinity: -6.95068 (kcal/mol)
2weg Affinity: -5.20961 (kcal/mol)
1ps3 Affinity: -7.74488 (kcal/mol)
2v7a Affinity: -9.54504 (kcal/mol)
3fv1 Affinity: -10.08172 (kcal/mol)
1h23 Affinity: -9.66675 (kcal/mol)
2pcp Affinity: -8.78218 (kcal/mol)
3nq3 Affinity: -4.99144 (kcal/mol)
1oyt Affinity: -10.85039 (kcal/mol)
1mq6 Affinity: -9.30094 (kcal/mol)
2ymd Affinity: -7.21442 (kcal/mol)
2iwx Affinity: -9.14082 (kcal/mol)
