4gkm Affinity: -7.28087 (kcal/mol)
3d4z Affinity: -5.86935 (kcal/mol)
4eor Affinity: -8.86037 (kcal/mol)
5dwr Affinity: -10.75849 (kcal/mol)
3ag9 Affinity: -5.63699 (kcal/mol)
4e5w Affinity: -10.32317 (kcal/mol)
4gid Affinity: -10.96550 (kcal/mol)
4ty7 Affinity: -10.02702 (kcal/mol)
3uew Affinity: -5.01695 (kcal/mol)
3qgy Affinity: -8.50597 (kcal/mol)
2qnq Affinity: -8.88496 (kcal/mol)
1y6r Affinity: -10.03746 (kcal/mol)
2y5h Affinity: -7.65076 (kcal/mol)
4djv Affinity: -9.58220 (kcal/mol)
2w4x Affinity: -6.43496 (kcal/mol)
2pog Affinity: -10.08914 (kcal/mol)
3jvs Affinity: -7.51866 (kcal/mol)
2xb8 Affinity: -10.35741 (kcal/mol)
2fxs Affinity: -5.80801 (kcal/mol)
3rlr Affinity: -8.65893 (kcal/mol)
3wtj Affinity: -6.03078 (kcal/mol)
3uev Affinity: -5.07656 (kcal/mol)
4crc Affinity: -9.69064 (kcal/mol)
2wer Affinity: -9.13004 (kcal/mol)
3rsx Affinity: -7.58423 (kcal/mol)
4m0y Affinity: -7.24545 (kcal/mol)
2qe4 Affinity: -9.58265 (kcal/mol)
1q8u Affinity: -8.27846 (kcal/mol)
3e92 Affinity: -12.58626 (kcal/mol)
2qbq Affinity: -8.01072 (kcal/mol)
2zcr Affinity: -8.65890 (kcal/mol)
4tmn Affinity: -8.29187 (kcal/mol)
4u4s Affinity: -5.46635 (kcal/mol)
3ary Affinity: -5.69210 (kcal/mol)
2yge Affinity: -9.45685 (kcal/mol)
4agp Affinity: -6.24030 (kcal/mol)
4mgd Affinity: -8.12436 (kcal/mol)
2c3i Affinity: -8.48067 (kcal/mol)
2vw5 Affinity: -10.32219 (kcal/mol)
4qd6 Affinity: -6.31119 (kcal/mol)
1bzc Affinity: -8.63418 (kcal/mol)
4gfm Affinity: -7.32474 (kcal/mol)
2p4y Affinity: -10.83614 (kcal/mol)
4jsz Affinity: -3.99230 (kcal/mol)
3gbb Affinity: -8.49079 (kcal/mol)
1p1q Affinity: -5.00246 (kcal/mol)
4owm Affinity: -4.77712 (kcal/mol)
2xdl Affinity: -6.42243 (kcal/mol)
2vkm Affinity: -10.57906 (kcal/mol)
3g2z Affinity: -3.97885 (kcal/mol)
3uuo Affinity: -7.91519 (kcal/mol)
3arp Affinity: -9.20618 (kcal/mol)
3coy Affinity: -11.07946 (kcal/mol)
4dli Affinity: -9.02659 (kcal/mol)
3utu Affinity: -9.76865 (kcal/mol)
5a7b Affinity: -6.47288 (kcal/mol)
3pww Affinity: -11.09256 (kcal/mol)
3pxf Affinity: -5.68161 (kcal/mol)
3zsx Affinity: -7.38669 (kcal/mol)
1r5y Affinity: -7.34855 (kcal/mol)
3udh Affinity: -7.11568 (kcal/mol)
3f3a Affinity: -6.95068 (kcal/mol)
3coz Affinity: -10.33698 (kcal/mol)
2weg Affinity: -5.20961 (kcal/mol)
1ps3 Affinity: -7.74488 (kcal/mol)
2v7a Affinity: -9.54504 (kcal/mol)
