1doj Affinity: -6.06277 (kcal/mol)
2xs0 Affinity: -4.51428 (kcal/mol)
1g9r Affinity: -12.69485 (kcal/mol)
5fwg Affinity: -6.69562 (kcal/mol)
5w7i Affinity: -6.02551 (kcal/mol)
1qm5 Affinity: -14.94664 (kcal/mol)
2gm9 Affinity: -9.39488 (kcal/mol)
2z3h Affinity: -10.41065 (kcal/mol)
4twd Affinity: -7.35543 (kcal/mol)
3eta Affinity: -15.05882 (kcal/mol)
3wde Affinity: -8.58759 (kcal/mol)
1ao0 Affinity: -8.36264 (kcal/mol)
4l2g Affinity: -11.81971 (kcal/mol)
4j82 Affinity: -6.52710 (kcal/mol)
4o45 Affinity: -5.94644 (kcal/mol)
5trr Affinity: -9.20862 (kcal/mol)
2vr3 Affinity: -9.96609 (kcal/mol)
4uro Affinity: -8.71807 (kcal/mol)
1bb0 Affinity: -6.66810 (kcal/mol)
4dxj Affinity: -6.63396 (kcal/mol)
2fw3 Affinity: -6.68597 (kcal/mol)
4umq Affinity: -7.32830 (kcal/mol)
5a3t Affinity: -7.69831 (kcal/mol)
3vsw Affinity: -8.75719 (kcal/mol)
4l3o Affinity: -12.31939 (kcal/mol)
5hfb Affinity: -6.20499 (kcal/mol)
3vap Affinity: -9.65778 (kcal/mol)
6das Affinity: -11.42451 (kcal/mol)
4xv3 Affinity: -9.34325 (kcal/mol)
2uuo Affinity: -7.04567 (kcal/mol)
4k9h Affinity: -11.14911 (kcal/mol)
3ud9 Affinity: -3.12453 (kcal/mol)
5h17 Affinity: -9.24810 (kcal/mol)
4k67 Affinity: -5.68232 (kcal/mol)
3wb4 Affinity: -6.32833 (kcal/mol)
3wv2 Affinity: -10.77107 (kcal/mol)
2aie Affinity: -4.90418 (kcal/mol)
5x9o Affinity: -2.77427 (kcal/mol)
1jm4 Affinity: -0.63255 (kcal/mol)
3pxe Affinity: -4.84711 (kcal/mol)
2mov Affinity: -1.07537 (kcal/mol)
3sx9 Affinity: -10.09603 (kcal/mol)
1p2a Affinity: -9.16872 (kcal/mol)
1eve Affinity: -12.06584 (kcal/mol)
6b27 Affinity: -5.80749 (kcal/mol)
5jy0 Affinity: -6.86785 (kcal/mol)
3iok Affinity: -9.22332 (kcal/mol)
4pzx Affinity: -9.90912 (kcal/mol)
4o3b Affinity: -6.36159 (kcal/mol)
5oyd Affinity: -5.47964 (kcal/mol)
5ux4 Affinity: -11.05558 (kcal/mol)
3c45 Affinity: -9.14121 (kcal/mol)
3coh Affinity: -8.91156 (kcal/mol)
5hfu Affinity: -7.52940 (kcal/mol)
6b1x Affinity: -3.07860 (kcal/mol)
5k0t Affinity: -7.97927 (kcal/mol)
6h7y Affinity: -10.94019 (kcal/mol)
3iw8 Affinity: -6.96386 (kcal/mol)
6h0b Affinity: -6.77186 (kcal/mol)
1ol2 Affinity: -5.56884 (kcal/mol)
2kff Affinity: -2.21422 (kcal/mol)
4bda Affinity: -6.07806 (kcal/mol)
4xdo Affinity: -4.07150 (kcal/mol)
3d2r Affinity: -12.08145 (kcal/mol)
5zh2 Affinity: -9.53216 (kcal/mol)
5wr7 Affinity: -16.05413 (kcal/mol)
5c4s Affinity: -16.26881 (kcal/mol)
5jim Affinity: -7.92470 (kcal/mol)
5jdc Affinity: -8.48043 (kcal/mol)
5lbq Affinity: -3.95878 (kcal/mol)
1h5u Affinity: -11.28609 (kcal/mol)
2wxk Affinity: -10.26110 (kcal/mol)
1a09 Affinity: -4.09142 (kcal/mol)
3s0o Affinity: -6.39163 (kcal/mol)
5ehp Affinity: -11.20473 (kcal/mol)
6aum Affinity: -9.37996 (kcal/mol)
3hrb Affinity: -9.25913 (kcal/mol)
6co4 Affinity: -3.92526 (kcal/mol)
2q2y Affinity: -9.38466 (kcal/mol)
2wsx Affinity: -1.31969 (kcal/mol)
3hmm Affinity: -11.76879 (kcal/mol)
1aqc Affinity: -7.03557 (kcal/mol)
5f4u Affinity: -7.47149 (kcal/mol)
6hth Affinity: -6.41251 (kcal/mol)
2imb Affinity: -4.23222 (kcal/mol)
1d3v Affinity: -6.98600 (kcal/mol)
4lwc Affinity: -7.12520 (kcal/mol)
5jiy Affinity: -8.58781 (kcal/mol)
6fmf Affinity: -3.64697 (kcal/mol)
1ent Affinity: -8.25560 (kcal/mol)
1zub Affinity: -1.90165 (kcal/mol)
6chn Affinity: -10.77830 (kcal/mol)
6bhe Affinity: -9.26571 (kcal/mol)
5i2r Affinity: -8.07394 (kcal/mol)
3wav Affinity: -7.89488 (kcal/mol)
5owf Affinity: -5.62922 (kcal/mol)
4w9q Affinity: 9.86369 (kcal/mol)
5cgv Affinity: -8.97673 (kcal/mol)
3eq7 Affinity: -7.56320 (kcal/mol)
5o4z Affinity: -10.87836 (kcal/mol)
1h8s Affinity: -3.70590 (kcal/mol)
5ega Affinity: -5.64913 (kcal/mol)
4j78 Affinity: -7.55531 (kcal/mol)
1b9t Affinity: -6.14722 (kcal/mol)
2agv Affinity: -7.36348 (kcal/mol)
4hl5 Affinity: -10.76567 (kcal/mol)
3gol Affinity: -9.26232 (kcal/mol)
1inc Affinity: 0.00615 (kcal/mol)
3f7u Affinity: -6.45385 (kcal/mol)
3p4r Affinity: -2.29742 (kcal/mol)
6fap Affinity: -3.94552 (kcal/mol)
3t3d Affinity: -11.63610 (kcal/mol)
3fcb Affinity: -7.86148 (kcal/mol)
4giu Affinity: -10.45833 (kcal/mol)
6ma1 Affinity: -6.21935 (kcal/mol)
3ivq Affinity: -5.34068 (kcal/mol)
